dataset,window_len,pipeline,architecture,condition,n_seeds,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_weighted_mean,f1_weighted_std,f1_macro_mean,f1_macro_std,precision_weighted_mean,precision_weighted_std,recall_weighted_mean,recall_weighted_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,cohen_kappa_mean,cohen_kappa_std,mcc_mean,mcc_std,ece_mean,ece_std,log_loss_mean,log_loss_std,mean_confidence_mean,mean_confidence_std,std_confidence_mean,std_confidence_std,mean_entropy_mean,mean_entropy_std,std_entropy_mean,std_entropy_std
home_occupation_data,wl500,rv_w20,MLP,noBN,1,0.9576,0.0,0.9576,0.0,0.9575,0.0,0.9575,0.0,0.9605,0.0,0.9576,0.0,0.9605,0.0,0.9576,0.0,0.9365,0.0,0.938,0.0,0.0204,0.0,0.1077,0.0,0.978,0.0,0.084,0.0,0.0554,0.0,0.1882,0.0
office_har_data,wl1000,rv_w2000,CNN_LSTM,noBN,1,0.8167,0.0,0.8208,0.0,0.8089,0.0,0.8158,0.0,0.8544,0.0,0.8167,0.0,0.8629,0.0,0.8208,0.0,0.7501,0.0,0.7643,0.0,0.1182,0.0,0.6284,0.0,0.9068,0.0,0.1453,0.0,0.2288,0.0,0.2976,0.0
office_har_data,wl1000,rv_w2000,Conv1D,noBN,1,0.675,0.0,0.6827,0.0,0.651,0.0,0.659,0.0,0.7954,0.0,0.675,0.0,0.803,0.0,0.6827,0.0,0.5552,0.0,0.5946,0.0,0.0758,0.0,0.9204,0.0,0.682,0.0,0.1747,0.0,0.6566,0.0,0.3078,0.0
office_har_data,wl1000,rv_w2000,MLP,noBN,1,0.4667,0.0,0.4919,0.0,0.3946,0.0,0.4163,0.0,0.3563,0.0,0.4667,0.0,0.375,0.0,0.4919,0.0,0.2694,0.0,0.2943,0.0,0.2242,0.0,1.1611,0.0,0.3826,0.0,0.0833,0.0,1.1604,0.0,0.2215,0.0
office_har_data,wl1000,rv_w200,CNN_LSTM,noBN,1,0.875,0.0,0.881,0.0,0.8802,0.0,0.8659,0.0,0.9116,0.0,0.875,0.0,0.8821,0.0,0.881,0.0,0.8332,0.0,0.8423,0.0,0.1115,0.0,0.6898,0.0,0.975,0.0,0.0822,0.0,0.0605,0.0,0.1589,0.0
office_har_data,wl1000,rv_w200,Conv1D,noBN,1,0.9333,0.0,0.9394,0.0,0.9341,0.0,0.9304,0.0,0.9401,0.0,0.9333,0.0,0.9272,0.0,0.9394,0.0,0.9104,0.0,0.9121,0.0,0.0539,0.0,0.6459,0.0,0.9653,0.0,0.0737,0.0,0.1285,0.0,0.1635,0.0
office_har_data,wl1000,rv_w200,MLP,noBN,1,0.7417,0.0,0.7573,0.0,0.7264,0.0,0.7344,0.0,0.7811,0.0,0.7417,0.0,0.7823,0.0,0.7573,0.0,0.6521,0.0,0.6689,0.0,0.1581,0.0,2.235,0.0,0.806,0.0,0.2117,0.0,0.4521,0.0,0.4443,0.0
office_har_data,wl1000,rv_w20,CNN_LSTM,noBN,1,0.8167,0.0,0.8227,0.0,0.819,0.0,0.7983,0.0,0.8878,0.0,0.8167,0.0,0.8503,0.0,0.8227,0.0,0.7568,0.0,0.7788,0.0,0.1537,0.0,0.7273,0.0,0.9641,0.0,0.0901,0.0,0.0929,0.0,0.1798,0.0
office_har_data,wl1000,rv_w20,Conv1D,noBN,1,0.9417,0.0,0.9477,0.0,0.9426,0.0,0.938,0.0,0.9494,0.0,0.9417,0.0,0.9344,0.0,0.9477,0.0,0.9216,0.0,0.9236,0.0,0.0483,0.0,0.3589,0.0,0.9736,0.0,0.058,0.0,0.1028,0.0,0.1383,0.0
office_har_data,wl1000,rv_w20,MLP,noBN,1,0.7917,0.0,0.8109,0.0,0.8069,0.0,0.7921,0.0,0.8764,0.0,0.7917,0.0,0.838,0.0,0.8109,0.0,0.7254,0.0,0.7482,0.0,0.1724,0.0,2.2615,0.0,0.9399,0.0,0.1457,0.0,0.154,0.0,0.3088,0.0
office_har_data,wl2000,rv_w2000,CNN_LSTM,noBN,1,0.85,0.0,0.8605,0.0,0.8435,0.0,0.8539,0.0,0.8677,0.0,0.85,0.0,0.878,0.0,0.8605,0.0,0.7973,0.0,0.8049,0.0,0.0523,0.0,0.5092,0.0,0.8275,0.0,0.1864,0.0,0.4166,0.0,0.3694,0.0
office_har_data,wl2000,rv_w2000,Conv1D,noBN,1,0.7333,0.0,0.7404,0.0,0.7239,0.0,0.713,0.0,0.7939,0.0,0.7333,0.0,0.7749,0.0,0.7404,0.0,0.6444,0.0,0.6674,0.0,0.2502,0.0,0.8658,0.0,0.4831,0.0,0.17,0.0,1.0869,0.0,0.3098,0.0
office_har_data,wl2000,rv_w2000,MLP,noBN,1,0.3,0.0,0.286,0.0,0.2475,0.0,0.2303,0.0,0.2441,0.0,0.3,0.0,0.2219,0.0,0.286,0.0,0.0512,0.0,0.0571,0.0,0.0999,0.0,1.168,0.0,0.3871,0.0,0.1287,0.0,1.1613,0.0,0.2584,0.0
office_har_data,wl2000,rv_w200,CNN_LSTM,noBN,1,0.75,0.0,0.7605,0.0,0.7268,0.0,0.7066,0.0,0.8817,0.0,0.75,0.0,0.8444,0.0,0.7605,0.0,0.6711,0.0,0.7175,0.0,0.2299,0.0,1.2705,0.0,0.9655,0.0,0.0872,0.0,0.0932,0.0,0.1812,0.0
office_har_data,wl2000,rv_w200,Conv1D,noBN,1,0.8833,0.0,0.8878,0.0,0.8862,0.0,0.8786,0.0,0.8976,0.0,0.8833,0.0,0.8786,0.0,0.8878,0.0,0.844,0.0,0.8468,0.0,0.1091,0.0,0.5486,0.0,0.8155,0.0,0.1881,0.0,0.4555,0.0,0.4007,0.0
office_har_data,wl2000,rv_w200,MLP,noBN,1,0.6667,0.0,0.6852,0.0,0.6648,0.0,0.6737,0.0,0.6861,0.0,0.6667,0.0,0.6866,0.0,0.6852,0.0,0.5536,0.0,0.5592,0.0,0.2965,0.0,4.3524,0.0,0.7904,0.0,0.2351,0.0,0.4967,0.0,0.5034,0.0
office_har_data,wl2000,rv_w20,CNN_LSTM,noBN,1,0.8833,0.0,0.8904,0.0,0.8882,0.0,0.8758,0.0,0.9287,0.0,0.8833,0.0,0.9028,0.0,0.8904,0.0,0.8447,0.0,0.857,0.0,0.0705,0.0,0.2674,0.0,0.9538,0.0,0.0981,0.0,0.1345,0.0,0.1927,0.0
office_har_data,wl2000,rv_w20,Conv1D,noBN,1,0.9167,0.0,0.9176,0.0,0.9176,0.0,0.9126,0.0,0.9215,0.0,0.9167,0.0,0.9104,0.0,0.9176,0.0,0.8881,0.0,0.8891,0.0,0.1315,0.0,0.3459,0.0,0.8557,0.0,0.1693,0.0,0.3819,0.0,0.4186,0.0
office_har_data,wl2000,rv_w20,MLP,noBN,1,0.8,0.0,0.8316,0.0,0.7883,0.0,0.8035,0.0,0.8379,0.0,0.8,0.0,0.8276,0.0,0.8316,0.0,0.7345,0.0,0.7514,0.0,0.1642,0.0,2.5864,0.0,0.9367,0.0,0.148,0.0,0.1675,0.0,0.2993,0.0
office_har_data,wl500,rv_w2000,CNN_LSTM,noBN,1,0.9244,0.0,0.9295,0.0,0.9248,0.0,0.9246,0.0,0.9302,0.0,0.9244,0.0,0.9257,0.0,0.9295,0.0,0.8978,0.0,0.8993,0.0,0.0655,0.0,0.6581,0.0,0.9483,0.0,0.1113,0.0,0.1397,0.0,0.2305,0.0
office_har_data,wl500,rv_w2000,Conv1D,noBN,1,0.8235,0.0,0.8313,0.0,0.8151,0.0,0.8249,0.0,0.8458,0.0,0.8235,0.0,0.8565,0.0,0.8313,0.0,0.7598,0.0,0.7707,0.0,0.1242,0.0,0.901,0.0,0.8094,0.0,0.184,0.0,0.4375,0.0,0.32,0.0
office_har_data,wl500,rv_w2000,MLP,noBN,1,0.4832,0.0,0.5224,0.0,0.4172,0.0,0.4518,0.0,0.3681,0.0,0.4832,0.0,0.399,0.0,0.5224,0.0,0.295,0.0,0.3145,0.0,0.189,0.0,1.0489,0.0,0.5362,0.0,0.1572,0.0,0.9751,0.0,0.242,0.0
office_har_data,wl500,rv_w200,CNN_LSTM,noBN,1,0.9328,0.0,0.9415,0.0,0.9341,0.0,0.9294,0.0,0.9429,0.0,0.9328,0.0,0.9261,0.0,0.9415,0.0,0.9098,0.0,0.9123,0.0,0.0559,0.0,0.6524,0.0,0.9798,0.0,0.0699,0.0,0.0579,0.0,0.1422,0.0
office_har_data,wl500,rv_w200,Conv1D,noBN,1,0.9412,0.0,0.9489,0.0,0.9425,0.0,0.9384,0.0,0.9493,0.0,0.9412,0.0,0.9347,0.0,0.9489,0.0,0.921,0.0,0.9228,0.0,0.0471,0.0,0.7713,0.0,0.9834,0.0,0.0594,0.0,0.0544,0.0,0.126,0.0
office_har_data,wl500,rv_w200,MLP,noBN,1,0.8824,0.0,0.8943,0.0,0.8824,0.0,0.884,0.0,0.8873,0.0,0.8824,0.0,0.88,0.0,0.8943,0.0,0.8417,0.0,0.8432,0.0,0.0892,0.0,0.8389,0.0,0.9388,0.0,0.1196,0.0,0.1704,0.0,0.2463,0.0
office_har_data,wl500,rv_w20,CNN_LSTM,noBN,1,0.9328,0.0,0.9387,0.0,0.9354,0.0,0.9274,0.0,0.9458,0.0,0.9328,0.0,0.9253,0.0,0.9387,0.0,0.9098,0.0,0.9125,0.0,0.0537,0.0,0.5574,0.0,0.9759,0.0,0.0631,0.0,0.0797,0.0,0.1504,0.0
office_har_data,wl500,rv_w20,Conv1D,noBN,1,0.937,0.0,0.9428,0.0,0.9388,0.0,0.9322,0.0,0.9471,0.0,0.937,0.0,0.9289,0.0,0.9428,0.0,0.9154,0.0,0.9176,0.0,0.0503,0.0,0.5602,0.0,0.9817,0.0,0.0577,0.0,0.0622,0.0,0.1148,0.0
office_har_data,wl500,rv_w20,MLP,noBN,1,0.8361,0.0,0.8521,0.0,0.8383,0.0,0.8327,0.0,0.8608,0.0,0.8361,0.0,0.8373,0.0,0.8521,0.0,0.7815,0.0,0.7884,0.0,0.1102,0.0,1.0681,0.0,0.9418,0.0,0.1222,0.0,0.1632,0.0,0.2905,0.0
office_localization_data,wl1000,rv_w2000,CNN_LSTM,noBN,1,0.91,0.0,0.921,0.0,0.9106,0.0,0.8941,0.0,0.9262,0.0,0.91,0.0,0.8887,0.0,0.921,0.0,0.8781,0.0,0.8827,0.0,0.0775,0.0,0.6238,0.0,0.9875,0.0,0.0576,0.0,0.0315,0.0,0.118,0.0
office_localization_data,wl1000,rv_w2000,Conv1D,noBN,1,0.9335,0.0,0.941,0.0,0.934,0.0,0.9227,0.0,0.9409,0.0,0.9335,0.0,0.9142,0.0,0.941,0.0,0.9095,0.0,0.9113,0.0,0.054,0.0,0.6654,0.0,0.9797,0.0,0.0732,0.0,0.0556,0.0,0.1534,0.0
office_localization_data,wl1000,rv_w2000,MLP,noBN,1,0.9354,0.0,0.9403,0.0,0.9348,0.0,0.9295,0.0,0.9373,0.0,0.9354,0.0,0.9226,0.0,0.9403,0.0,0.9118,0.0,0.9127,0.0,0.0535,0.0,0.7795,0.0,0.9489,0.0,0.1279,0.0,0.1404,0.0,0.2931,0.0
office_localization_data,wl1000,rv_w200,CNN_LSTM,noBN,1,0.8845,0.0,0.8993,0.0,0.885,0.0,0.8615,0.0,0.9209,0.0,0.8845,0.0,0.87,0.0,0.8993,0.0,0.8448,0.0,0.8558,0.0,0.1004,0.0,0.5771,0.0,0.9849,0.0,0.0634,0.0,0.0385,0.0,0.1203,0.0
office_localization_data,wl1000,rv_w200,Conv1D,noBN,1,0.9569,0.0,0.961,0.0,0.9565,0.0,0.9594,0.0,0.9579,0.0,0.9569,0.0,0.9594,0.0,0.961,0.0,0.9409,0.0,0.9417,0.0,0.0365,0.0,0.5552,0.0,0.9795,0.0,0.0667,0.0,0.0575,0.0,0.1448,0.0
office_localization_data,wl1000,rv_w200,MLP,noBN,1,0.9237,0.0,0.9257,0.0,0.9228,0.0,0.9207,0.0,0.9247,0.0,0.9237,0.0,0.9184,0.0,0.9257,0.0,0.8954,0.0,0.8965,0.0,0.0625,0.0,1.2434,0.0,0.9459,0.0,0.1174,0.0,0.1363,0.0,0.2672,0.0
office_localization_data,wl1000,rv_w20,CNN_LSTM,noBN,1,0.9667,0.0,0.9694,0.0,0.9664,0.0,0.9657,0.0,0.9686,0.0,0.9667,0.0,0.9644,0.0,0.9694,0.0,0.9544,0.0,0.9554,0.0,0.0185,0.0,0.1107,0.0,0.9838,0.0,0.0616,0.0,0.0453,0.0,0.1328,0.0
office_localization_data,wl1000,rv_w20,Conv1D,noBN,1,0.953,0.0,0.9577,0.0,0.9524,0.0,0.9527,0.0,0.9564,0.0,0.953,0.0,0.9519,0.0,0.9577,0.0,0.9357,0.0,0.9374,0.0,0.0424,0.0,0.7858,0.0,0.9919,0.0,0.0431,0.0,0.0232,0.0,0.0897,0.0
office_localization_data,wl1000,rv_w20,MLP,noBN,1,0.8904,0.0,0.8835,0.0,0.8902,0.0,0.8727,0.0,0.8963,0.0,0.8904,0.0,0.869,0.0,0.8835,0.0,0.8504,0.0,0.8526,0.0,0.093,0.0,2.011,0.0,0.9827,0.0,0.0643,0.0,0.0461,0.0,0.1274,0.0
office_localization_data,wl2000,rv_w2000,CNN_LSTM,noBN,1,0.9094,0.0,0.9232,0.0,0.9101,0.0,0.8922,0.0,0.9307,0.0,0.9094,0.0,0.8892,0.0,0.9232,0.0,0.8776,0.0,0.8837,0.0,0.0662,0.0,0.3762,0.0,0.9757,0.0,0.0743,0.0,0.0685,0.0,0.1477,0.0
office_localization_data,wl2000,rv_w2000,Conv1D,noBN,1,0.9094,0.0,0.9231,0.0,0.9101,0.0,0.8967,0.0,0.9233,0.0,0.9094,0.0,0.8892,0.0,0.9231,0.0,0.8773,0.0,0.881,0.0,0.0474,0.0,0.4978,0.0,0.9529,0.0,0.1097,0.0,0.1309,0.0,0.2376,0.0
office_localization_data,wl2000,rv_w2000,MLP,noBN,1,0.8701,0.0,0.8186,0.0,0.867,0.0,0.8342,0.0,0.8775,0.0,0.8701,0.0,0.8729,0.0,0.8186,0.0,0.8195,0.0,0.823,0.0,0.0679,0.0,1.0174,0.0,0.9261,0.0,0.1403,0.0,0.2062,0.0,0.3294,0.0
office_localization_data,wl2000,rv_w200,CNN_LSTM,noBN,1,0.8622,0.0,0.8832,0.0,0.8639,0.0,0.8379,0.0,0.9104,0.0,0.8622,0.0,0.8531,0.0,0.8832,0.0,0.8158,0.0,0.8304,0.0,0.1198,0.0,0.6237,0.0,0.9792,0.0,0.073,0.0,0.0536,0.0,0.1459,0.0
office_localization_data,wl2000,rv_w200,Conv1D,noBN,1,0.9094,0.0,0.9233,0.0,0.9059,0.0,0.8963,0.0,0.9258,0.0,0.9094,0.0,0.8958,0.0,0.9233,0.0,0.8771,0.0,0.8839,0.0,0.0472,0.0,0.462,0.0,0.9312,0.0,0.1247,0.0,0.1678,0.0,0.2566,0.0
office_localization_data,wl2000,rv_w200,MLP,noBN,1,0.8898,0.0,0.9064,0.0,0.8907,0.0,0.8742,0.0,0.9126,0.0,0.8898,0.0,0.8719,0.0,0.9064,0.0,0.8511,0.0,0.8576,0.0,0.0968,0.0,1.303,0.0,0.9828,0.0,0.0706,0.0,0.0472,0.0,0.1502,0.0
office_localization_data,wl2000,rv_w20,CNN_LSTM,noBN,1,0.878,0.0,0.8967,0.0,0.8744,0.0,0.8551,0.0,0.9177,0.0,0.878,0.0,0.8691,0.0,0.8967,0.0,0.8358,0.0,0.8493,0.0,0.1005,0.0,0.4842,0.0,0.9784,0.0,0.0717,0.0,0.057,0.0,0.1438,0.0
office_localization_data,wl2000,rv_w20,Conv1D,noBN,1,0.9567,0.0,0.9633,0.0,0.9561,0.0,0.9581,0.0,0.961,0.0,0.9567,0.0,0.9577,0.0,0.9633,0.0,0.9406,0.0,0.9427,0.0,0.0348,0.0,0.7078,0.0,0.9818,0.0,0.0587,0.0,0.058,0.0,0.12,0.0
office_localization_data,wl2000,rv_w20,MLP,noBN,1,0.8071,0.0,0.8364,0.0,0.8018,0.0,0.7753,0.0,0.8912,0.0,0.8071,0.0,0.8258,0.0,0.8364,0.0,0.7444,0.0,0.772,0.0,0.1779,0.0,2.696,0.0,0.9742,0.0,0.0875,0.0,0.058,0.0,0.1566,0.0
office_localization_data,wl500,rv_w2000,CNN_LSTM,noBN,1,0.9161,0.0,0.9249,0.0,0.9168,0.0,0.9024,0.0,0.9275,0.0,0.9161,0.0,0.8949,0.0,0.9249,0.0,0.8862,0.0,0.8891,0.0,0.0781,0.0,0.6926,0.0,0.9942,0.0,0.0388,0.0,0.0154,0.0,0.081,0.0
office_localization_data,wl500,rv_w2000,Conv1D,noBN,1,0.922,0.0,0.9253,0.0,0.9228,0.0,0.9092,0.0,0.9289,0.0,0.922,0.0,0.9012,0.0,0.9253,0.0,0.8938,0.0,0.8953,0.0,0.0667,0.0,0.6458,0.0,0.9884,0.0,0.0474,0.0,0.0368,0.0,0.1116,0.0
office_localization_data,wl500,rv_w2000,MLP,noBN,1,0.9229,0.0,0.9284,0.0,0.9232,0.0,0.9111,0.0,0.9296,0.0,0.9229,0.0,0.9029,0.0,0.9284,0.0,0.8951,0.0,0.8969,0.0,0.0554,0.0,0.8205,0.0,0.971,0.0,0.0847,0.0,0.082,0.0,0.1877,0.0
office_localization_data,wl500,rv_w200,CNN_LSTM,noBN,1,0.8888,0.0,0.9027,0.0,0.8872,0.0,0.867,0.0,0.9194,0.0,0.8888,0.0,0.8736,0.0,0.9027,0.0,0.8501,0.0,0.8602,0.0,0.0979,0.0,0.8057,0.0,0.9867,0.0,0.0577,0.0,0.0349,0.0,0.1204,0.0
office_localization_data,wl500,rv_w200,Conv1D,noBN,1,0.9473,0.0,0.9504,0.0,0.9468,0.0,0.9427,0.0,0.9495,0.0,0.9473,0.0,0.9384,0.0,0.9504,0.0,0.9279,0.0,0.9291,0.0,0.0421,0.0,0.7958,0.0,0.9878,0.0,0.0513,0.0,0.0366,0.0,0.111,0.0
office_localization_data,wl500,rv_w200,MLP,noBN,1,0.8995,0.0,0.9085,0.0,0.8971,0.0,0.8879,0.0,0.9066,0.0,0.8995,0.0,0.8819,0.0,0.9085,0.0,0.8633,0.0,0.8669,0.0,0.0576,0.0,1.0085,0.0,0.9571,0.0,0.1035,0.0,0.1137,0.0,0.2197,0.0
office_localization_data,wl500,rv_w20,CNN_LSTM,noBN,1,0.9483,0.0,0.9536,0.0,0.9476,0.0,0.9421,0.0,0.9538,0.0,0.9483,0.0,0.938,0.0,0.9536,0.0,0.9294,0.0,0.9317,0.0,0.0472,0.0,0.4442,0.0,0.9904,0.0,0.0519,0.0,0.025,0.0,0.1041,0.0
office_localization_data,wl500,rv_w20,Conv1D,noBN,1,0.9434,0.0,0.946,0.0,0.9426,0.0,0.9366,0.0,0.9471,0.0,0.9434,0.0,0.9327,0.0,0.946,0.0,0.9227,0.0,0.9245,0.0,0.0455,0.0,0.6504,0.0,0.989,0.0,0.0511,0.0,0.0294,0.0,0.1053,0.0
office_localization_data,wl500,rv_w20,MLP,noBN,1,0.8878,0.0,0.9019,0.0,0.8853,0.0,0.8729,0.0,0.9066,0.0,0.8878,0.0,0.8728,0.0,0.9019,0.0,0.8481,0.0,0.8552,0.0,0.0909,0.0,1.0633,0.0,0.9787,0.0,0.075,0.0,0.0534,0.0,0.1534,0.0
